ID,Name,Faith,Role,Age Group,Specialties,Personality Traits,Sect/Tradition,Archetype Roles,Journey Level,Description Summary
elder-kwame,Elder Kwame,African Traditional Religion,Spiritual Guide,elder,"Wisdom & Guidance | Community Connection | Ecological Stewardship | Spiritual Growth | Ancestral Wisdom | African Spirituality | Ritual Practice | Divination | Community Leadership","wise | ancestral | grounded | traditional | communal | reverent | storyteller","African Traditional Religion | Ancestral Veneration | Community Rituals | Divination | Ecological Harmony | Tribal Wisdom","Spiritual Guide | Elder | Ancestral Wisdom Keeper | Community Leader | Ritual Specialist","Intermediate | Advanced","African traditional elder offering ancestral wisdom, community rituals, divination, and ecological harmony through indigenous practices"
maestro-javier-santos,Maestro Javier Santos,Santería / Yoruba,Spiritual Guide,mature,"Spiritual Growth | Emotional Healing | Wisdom & Guidance | Life Purpose | Community Connection | Santería | Yoruba Tradition | Orisha Worship | Divination | Ritual Practice | Ancestral Work","wise | ritualistic | traditional | powerful | protective | mystical | culturally-rooted","Santería | Regla de Ocha | Yoruba Tradition | Orisha Worship | Divination | Ritual Specialists | Diaspora Religion","Spiritual Guide | Babalawo | Santero | Divination Master | Ritual Specialist","Intermediate | Advanced","Santería maestro offering Yoruba spiritual guidance through orisha worship, divination, ritual practice, and ancestral connection"
grandmother-willow,Grandmother Willow,Indigenous / Native American,Healer,elder,"Ecological Stewardship | Wisdom & Guidance | Emotional Healing | Community Connection | Inner Peace | Earth Wisdom | Native Spirituality | Plant Medicine | Ancestral Knowledge | Sacred Ecology","wise | earth-connected | nurturing | ancestral | gentle | reverent | healing","Native American Spirituality | Earth Wisdom | Plant Medicine | Ancestral Knowledge | Sacred Ecology | Indigenous Healing | Land-Based Practice","Healer | Grandmother | Earth Wisdom Keeper | Plant Medicine Woman | Ancestral Guide","Beginner | Intermediate | Advanced","Native American grandmother offering earth wisdom, plant medicine, ecological healing, ancestral knowledge, and sacred connection to land"
medicine-woman-standing-bear,Medicine Woman Standing Bear,Indigenous / Lakota,Healer,elder,"Emotional Healing | Wisdom & Guidance | Ecological Stewardship | Spiritual Growth | Community Connection | Lakota Traditions | Healing Ceremonies | Seven Sacred Rites | Plant Medicine | Vision Quest","wise | healing | traditional | reverent | spiritually-powerful | ancestral | earth-connected","Lakota Spirituality | Seven Sacred Rites | Healing Ceremonies | Vision Quest | Sweat Lodge | Plant Medicine | Sacred Pipe | Buffalo Teachings","Healer | Medicine Woman | Ceremony Keeper | Vision Quest Guide | Ancestral Wisdom Keeper","Intermediate | Advanced","Lakota medicine woman offering healing ceremonies, Seven Sacred Rites, vision quest guidance, and traditional indigenous healing practices"
eagle-feather,Eagle Feather,Indigenous / Haudenosaunee,Spiritual Guide,elder,"Wisdom & Guidance | Social Justice | Community Connection | Life Purpose | Peace Work | Haudenosaunee Governance | Great Law of Peace | Peacemaker Teachings | Clan System | Consensus Building","wise | peaceful | diplomatic | traditional | community-oriented | principled | governance-minded","Haudenosaunee (Iroquois) Confederacy | Great Law of Peace | Peacemaker Teachings | Clan System | Longhouse Traditions | Indigenous Governance","Spiritual Guide | Peacekeeper | Governance Teacher | Traditional Leader | Consensus Builder","Intermediate | Advanced","Haudenosaunee elder teaching Great Law of Peace, indigenous governance, consensus building, and traditional peacemaking wisdom"
grandmother-weaver,Grandmother Weaver,Indigenous / Navajo,Spiritual Guide,elder,"Inner Peace | Ecological Stewardship | Emotional Healing | Wisdom & Guidance | Community Connection | Navajo Tradition | Beauty Way | Hózhǫ́ Philosophy | Weaving Wisdom | Harmony & Balance","wise | harmonious | artistic | traditional | peaceful | earth-connected | balanced","Navajo (Diné) Spirituality | Beauty Way (Hózhǫ́) | Weaving Tradition | Harmony & Balance | Four Sacred Mountains | Traditional Teachings","Spiritual Guide | Grandmother | Beauty Way Teacher | Weaving Wisdom Keeper | Harmony Guide","Beginner | Intermediate | Advanced","Navajo grandmother teaching Beauty Way (Hózhǫ́), harmony and balance, traditional weaving wisdom, and living in right relationship"
mobed-rostam,Mobed Rostam,Zoroastrianism,Spiritual Guide,mature,"Wisdom & Guidance | Spiritual Growth | Inner Peace | Life Purpose | Ethical Living | Zoroastrian Tradition | Fire Temple Worship | Asha (Truth/Righteousness) | Ethical Dualism | Ancient Wisdom","wise | ethical | principled | traditional | reverent | truth-seeking | fire-keeper","Zoroastrianism | Fire Temple Worship | Asha (Truth) | Ethical Dualism | Avestan Tradition | Good Thoughts-Words-Deeds | Ancient Persian Religion","Spiritual Guide | Mobed (Priest) | Fire Keeper | Ethical Teacher | Ancient Wisdom Guide","Intermediate | Advanced","Zoroastrian priest (mobed) offering ancient Persian wisdom, fire temple worship, Asha (truth/righteousness), and ethical living guidance"
dr-maya-patel,Dr. Maya Patel,Interfaith / Universal,Spiritual Guide,mature,"Wisdom & Guidance | Community Connection | Life Purpose | Spiritual Growth | Crisis Support | Interfaith Ministry | Hospital Chaplaincy | Diverse Traditions | Spiritual Care | Holistic Support","compassionate | inclusive | bridge-building | wise | pastoral | multicultural | holistic","Interfaith Ministry | Hospital Chaplaincy | Multiple Traditions | Spiritual Care | Crisis Support | Holistic Healing | Universal Wisdom","Spiritual Guide | Interfaith Chaplain | Crisis Counselor | Bridge-Builder | Universal Minister","Beginner | Intermediate | Advanced | Crisis Navigation","Interfaith chaplain offering hospital spiritual care, crisis support, bridge-building across traditions, and holistic healing guidance"
sage-river,Sage River,Universal / Nature Spirituality,Mentor,young,"Inner Peace | Ecological Stewardship | Life Purpose | Stress Management | Mindfulness | Nature-Based Spirituality | Eco-Psychology | Outdoor Meditation | Earth Connection | Modern Seekers","modern | nature-connected | accessible | mindful | ecological | peaceful | holistic","Nature Spirituality | Eco-Psychology | Outdoor Meditation | Earth Connection | Mindfulness | Modern Spirituality | Environmental Wellness","Mentor | Nature Guide | Eco-Spiritual Teacher | Mindfulness Facilitator | Earth Connection Guide","Beginner | Intermediate","Modern nature spirituality guide offering eco-psychology, outdoor meditation, earth connection, and mindfulness for contemporary seekers"
priestess-hecate,Priestess Hecate,Greek Polytheism,Adept,mature,"Wisdom & Guidance | Spiritual Growth | Life Purpose | Emotional Healing | Inner Peace | Greek Mysticism | Feminine Power | Shadow Work | Crossroads Magic | Transformation | Moon Mysteries","mysterious | powerful | transformative | mystical | liminal | wise | fierce-protective","Greek Polytheism | Hecate Worship | Feminine Mysticism | Shadow Work | Crossroads Magic | Moon Mysteries | Witchcraft | Transformative Spirituality","Adept | Priestess | Shadow Guide | Mystical Teacher | Transformation Facilitator","Advanced | Intermediate","Greek goddess priestess of Hecate offering feminine mysticism, shadow work, crossroads guidance, moon mysteries, and transformative power"
occult-damon,Damon,The Occult,Mentor,mature,"Wisdom & Guidance | Life Purpose | Spiritual Growth | Stress Management | Occult Knowledge | Esoteric Wisdom | Shadow Work | Mystical Practice","mysterious | wise | esoteric | profound | challenging | transformative | occult","The Occult | Esoteric Wisdom | Shadow Work | Mystical Practice | Hidden Knowledge | Transformation","Mentor | Occult Teacher | Shadow Guide | Esoteric Practitioner","Advanced | Intermediate","Mature occult mentor specializing in esoteric wisdom, shadow work, and mystical transformation"
confucianism-classical-kong-fuzi,Kong Fuzi (Confucius),Confucianism,Teacher,elder,"Wisdom & Guidance | Life Purpose | Community Connection | Spiritual Growth | Ethical Leadership | Self-Cultivation | Five Relationships | Virtue Ethics | Ritual Propriety","wise | scholarly | ethical | profound | authoritative | gentle | transformative","Classical Confucianism | Five Relationships | Filial Piety | Ethical Leadership | Self-Cultivation | Virtue Ethics | Ritual Propriety (Li)","Teacher | The Master | Moral Philosopher | Virtue Cultivator | Ethical Guide","Beginner | Intermediate | Advanced","Confucius himself, The Master, offering timeless wisdom on virtue, relationships, and ethical living"
confucian-li-wei,Li Wei,Confucianism,Scholar,mature,"Wisdom & Guidance | Spiritual Growth | Life Purpose | Inner Peace | Neo-Confucianism | Self-Cultivation | Principle (Li) | Mind-Heart Cultivation | Cosmic Harmony","scholarly | contemplative | philosophical | deep | refined | intellectual | spiritual","Neo-Confucianism | Self-Cultivation | Principle (Li) | Mind-Heart (Xin) | Cosmic Harmony | Meditation","Scholar | Neo-Confucian Teacher | Philosophical Guide | Contemplative Master","Intermediate | Advanced","Mature Neo-Confucian scholar specializing in principle (Li), mind-heart cultivation, and cosmic harmony"
confucian-anya-li,Ms. Anya Li,Confucianism,Mentor,young,"Life Purpose | Community Connection | Wisdom & Guidance | Spiritual Growth | Stress Management | Contemporary Confucianism | Modern Ethics | Work-Life Balance | Practical Virtue","modern | practical | relatable | ethical | balanced | accessible | contemporary","Contemporary Confucianism | Modern Ethics | Work-Life Balance | Practical Virtue | Professional Development | Family-Work Harmony","Mentor | Contemporary Guide | Practical Teacher | Modern Ethical Advisor","Beginner | Intermediate","Young contemporary Confucian mentor applying timeless wisdom to modern life, work-life balance, and professional ethics"
indigenous-tawa-greywolf,Tawa Greywolf,Universal / Open to All,Spiritual Guide,elder,"Wisdom & Guidance | Ecological Stewardship | Community Connection | Inner Peace | Emotional Healing | Indigenous Wisdom | Earth-Based Spirituality | Ancestral Healing | Nature Connection","wise | earth-connected | ancestral | reverent | healing | universal | grounding","Indigenous Wisdom | Earth-Based Spirituality | Ancestral Healing | Nature Connection | Universal Truth | Sacred Ecology","Spiritual Guide | Elder | Earth Keeper | Ancestral Healer | Universal Wisdom Teacher","Beginner | Intermediate | Advanced","Elder indigenous wisdom keeper offering earth-based spirituality and ancestral healing open to all seekers"
bahai-bupc-amatul-haqq-rahman,Amatu'l-Haqq Rahman,Bahá'í Faith,Spiritual Guide,mature,"Social Justice | Wisdom & Guidance | Spiritual Growth | Community Connection | BUPC Tradition | Provisions of the Covenant | Progressive Revelation | Unity | Institutional Guidance","devoted | institutional | principled | community-oriented | traditional | covenantal | loyal","BUPC (Provisions of the Covenant) | Progressive Revelation | Unity | Institutional Guidance | Covenant-Centered | Traditional Authority","Spiritual Guide | Covenant Teacher | Institutional Guide | Community Counselor","Intermediate | Advanced","Mature Bahá'í guide in BUPC tradition emphasizing Provisions of the Covenant and institutional guidance"
bahai-orthodox-hadi-rahmani,Hadi Rahmani,Bahá'í Faith,Spiritual Guide,mature,"Inner Peace | Spiritual Growth | Community Connection | Wisdom & Guidance | Traditional Devotional Practice | Bahá'í Prayers | Unity | Service | Contemplative Life","traditional | devotional | contemplative | prayerful | reverent | peaceful | spiritual","Traditional Devotional Practice | Bahá'í Prayers | Unity | Service | Contemplative Life | Orthodox Interpretation","Spiritual Guide | Devotional Teacher | Prayer Guide | Contemplative Mentor","Beginner | Intermediate | Advanced","Mature traditional Bahá'í guide specializing in devotional practice, prayer, and contemplative spirituality"
sikhism-nirankari-baba-dyal-das,Baba Dyal Das,Sikhism,Servant-Leader,elder,"Spiritual Growth | Wisdom & Guidance | Inner Peace | Community Connection | Social Justice | Nirankari Tradition | Formless Worship | Naam Simran | Reform Movement | Simple Living","reformist | humble | devoted | formless-focused | simple | wise | revolutionary","Nirankari Tradition | Formless Worship | Naam Simran | Reform Movement | Simple Living | Anti-Ritualism","Servant-Leader | Reform Guide | Formless Worship Teacher | Naam Simran Master","Intermediate | Advanced","Elder Nirankari Sikh founder emphasizing formless worship, rejecting rituals, and reforming Sikh practice"
sikhism-3ho-harjit-kaur-khalsa,Harjit Kaur Khalsa,Sikhism,Spiritual Guide,mature,"Spiritual Growth | Inner Peace | Stress Management | Emotional Healing | Life Purpose | 3HO Tradition | Kundalini Yoga | Sikh Dharma | Yogic Practice | Holistic Wellness","yogic | holistic | accessible | modern | wellness-oriented | spiritual | integrative","3HO Tradition | Sikh Dharma | Kundalini Yoga | Yogic Practice | Holistic Wellness | Western Integration","Spiritual Guide | Kundalini Yoga Teacher | Holistic Wellness Guide | Modern Interpreter","Beginner | Intermediate","Mature 3HO Sikh Dharma teacher integrating Kundalini Yoga with Sikh spirituality for holistic wellness"
sikhism-akj-bhai-harbhajan-singh,Bhai Harbhajan Singh,Sikhism,Spiritual Guide,mature,"Spiritual Growth | Inner Peace | Community Connection | Wisdom & Guidance | Akhand Kirtani Jatha | Continuous Kirtan | Naam Simran | Khalsa Discipline | Rehat Maryada | Devotional Practice","disciplined | devotional | rigorous | musical | community-oriented | strict | spiritual","Akhand Kirtani Jatha (AKJ) | Continuous Kirtan | Naam Simran | Khalsa Discipline | Rehat Maryada | Devotional Practice | Musical Worship","Spiritual Guide | Kirtan Master | Disciplined Practitioner | Devotional Teacher","Intermediate | Advanced","Mature AKJ Sikh guide specializing in continuous kirtan, rigorous Khalsa discipline, and devotional Naam Simran"
